486 408 341
313 263 -1 0
316 262 -1 0
315 262 -1 0
314 262 -1 0
313 262 -1 0
312 262 -1 0
311 262 -1 0
310 262 -1 0
317 261 -1 0
316 261 -1 0
315 261 -1 0
314 261 -1 0
313 261 -1 0
312 261 -1 0
311 261 -1 0
310 261 -1 0
309 261 -1 0
317 260 -1 0
316 260 -1 0
315 260 -1 0
314 260 -1 0
313 260 -1 0
312 260 -1 0
311 260 -1 0
310 260 -1 0
309 260 -1 0
317 259 -1 0
316 259 -1 0
315 259 -1 0
314 259 -1 0
313 259 -1 0
312 259 -1 0
311 259 -1 0
310 259 -1 0
309 259 -1 0
318 258 -1 0
317 258 -1 0
316 258 -1 0
315 258 -1 0
314 258 -1 0
313 258 -1 0
312 258 -1 0
311 258 -1 0
310 258 -1 0
309 258 -1 0
308 258 -1 0
317 257 -1 0
316 257 -1 0
315 257 -1 0
314 257 -1 0
313 257 -1 0
312 257 -1 0
311 257 -1 0
310 257 -1 0
309 257 -1 0
317 256 -1 0
316 256 -1 0
315 256 -1 0
314 256 -1 0
313 256 -1 0
312 256 -1 0
311 256 -1 0
310 256 -1 0
309 256 -1 0
317 255 -1 0
316 255 -1 0
315 255 -1 0
314 255 -1 0
313 255 -1 0
312 255 -1 0
311 255 -1 0
310 255 -1 0
309 255 -1 0
316 254 -1 0
315 254 -1 0
314 254 -1 0
313 254 -1 0
312 254 -1 0
311 254 -1 0
310 254 -1 0
313 253 -1 0
223 183 -1 0
226 182 -1 0
225 182 -1 0
224 182 -1 0
223 182 -1 0
222 182 -1 0
221 182 -1 0
220 182 -1 0
227 181 -1 0
226 181 -1 0
225 181 -1 0
224 181 -1 0
223 181 -1 0
222 181 -1 0
221 181 -1 0
220 181 -1 0
219 181 -1 0
227 180 -1 0
226 180 -1 0
225 180 -1 0
224 180 -1 0
223 180 -1 0
222 180 -1 0
221 180 -1 0
220 180 -1 0
219 180 -1 0
227 179 -1 0
226 179 -1 0
225 179 -1 0
224 179 -1 0
223 179 -1 0
222 179 -1 0
221 179 -1 0
220 179 -1 0
219 179 -1 0
228 178 -1 0
227 178 -1 0
226 178 -1 0
225 178 -1 0
224 178 -1 0
223 178 -1 0
222 178 -1 0
221 178 -1 0
220 178 -1 0
219 178 -1 0
218 178 -1 0
227 177 -1 0
226 177 -1 0
225 177 -1 0
224 177 -1 0
223 177 -1 0
222 177 -1 0
221 177 -1 0
220 177 -1 0
219 177 -1 0
227 176 -1 0
226 176 -1 0
225 176 -1 0
224 176 -1 0
223 176 -1 0
222 176 -1 0
221 176 -1 0
220 176 -1 0
219 176 -1 0
227 175 -1 0
226 175 -1 0
225 175 -1 0
224 175 -1 0
223 175 -1 0
222 175 -1 0
221 175 -1 0
220 175 -1 0
219 175 -1 0
226 174 -1 0
225 174 -1 0
224 174 -1 0
223 174 -1 0
222 174 -1 0
221 174 -1 0
220 174 -1 0
280 173 -1 1
223 173 -1 0
