486 408 341
181 279 -1 0
184 278 -1 0
183 278 -1 0
182 278 -1 0
181 278 -1 0
180 278 -1 0
179 278 -1 0
178 278 -1 0
185 277 -1 0
184 277 -1 0
183 277 -1 0
182 277 -1 0
181 277 -1 0
180 277 -1 0
179 277 -1 0
178 277 -1 0
177 277 -1 0
185 276 -1 0
184 276 -1 0
183 276 -1 0
182 276 -1 0
181 276 -1 0
180 276 -1 0
179 276 -1 0
178 276 -1 0
177 276 -1 0
185 275 -1 0
184 275 -1 0
183 275 -1 0
182 275 -1 0
181 275 -1 0
180 275 -1 0
179 275 -1 0
178 275 -1 0
177 275 -1 0
186 274 -1 0
185 274 -1 0
184 274 -1 0
183 274 -1 0
182 274 -1 0
181 274 -1 0
180 274 -1 0
179 274 -1 0
178 274 -1 0
177 274 -1 0
176 274 -1 0
185 273 -1 0
184 273 -1 0
183 273 -1 0
182 273 -1 0
181 273 -1 0
180 273 -1 0
179 273 -1 0
178 273 -1 0
177 273 -1 0
185 272 -1 0
184 272 -1 0
183 272 -1 0
182 272 -1 0
181 272 -1 0
180 272 -1 0
179 272 -1 0
178 272 -1 0
177 272 -1 0
185 271 -1 0
184 271 -1 0
183 271 -1 0
182 271 -1 0
181 271 -1 0
180 271 -1 0
179 271 -1 0
178 271 -1 0
177 271 -1 0
184 270 -1 0
183 270 -1 0
182 270 -1 0
181 270 -1 0
180 270 -1 0
179 270 -1 0
178 270 -1 0
181 269 -1 0
186 200 -1 1
189 199 -1 1
188 199 -1 1
187 199 -1 1
186 199 -1 1
185 199 -1 1
184 199 -1 1
183 199 -1 1
190 198 -1 1
189 198 -1 1
188 198 -1 1
187 198 -1 1
186 198 -1 1
185 198 -1 1
184 198 -1 1
183 198 -1 1
182 198 -1 1
190 197 -1 1
189 197 -1 1
188 197 -1 1
187 197 -1 1
186 197 -1 1
185 197 -1 1
184 197 -1 1
183 197 -1 1
182 197 -1 1
190 196 -1 1
189 196 -1 1
188 196 -1 1
187 196 -1 1
186 196 -1 1
185 196 -1 1
184 196 -1 1
183 196 -1 1
182 196 -1 1
191 195 -1 1
190 195 -1 1
189 195 -1 1
188 195 -1 1
187 195 -1 1
186 195 -1 1
185 195 -1 1
184 195 -1 1
183 195 -1 1
182 195 -1 1
181 195 -1 1
190 194 -1 1
189 194 -1 1
188 194 -1 1
187 194 -1 1
186 194 -1 1
185 194 -1 1
184 194 -1 1
183 194 -1 1
182 194 -1 1
190 193 -1 1
189 193 -1 1
188 193 -1 1
187 193 -1 1
186 193 -1 1
185 193 -1 1
184 193 -1 1
183 193 -1 1
182 193 -1 1
190 192 -1 1
189 192 -1 1
188 192 -1 1
187 192 -1 1
186 192 -1 1
185 192 -1 1
184 192 -1 1
183 192 -1 1
182 192 -1 1
189 191 -1 1
188 191 -1 1
187 191 -1 1
186 191 -1 1
185 191 -1 1
184 191 -1 1
183 191 -1 1
186 190 -1 1
381 178 -1 0
384 177 -1 0
383 177 -1 0
382 177 -1 0
381 177 -1 0
380 177 -1 0
379 177 -1 0
378 177 -1 0
385 176 -1 0
384 176 -1 0
383 176 -1 0
382 176 -1 0
381 176 -1 0
380 176 -1 0
379 176 -1 0
378 176 -1 0
377 176 -1 0
385 175 -1 0
384 175 -1 0
383 175 -1 0
382 175 -1 0
381 175 -1 0
380 175 -1 0
379 175 -1 0
378 175 -1 0
377 175 -1 0
385 174 -1 0
384 174 -1 0
383 174 -1 0
382 174 -1 0
381 174 -1 0
380 174 -1 0
379 174 -1 0
378 174 -1 0
377 174 -1 0
386 173 -1 0
385 173 -1 0
384 173 -1 0
383 173 -1 0
382 173 -1 0
381 173 -1 0
380 173 -1 0
379 173 -1 0
378 173 -1 0
377 173 -1 0
376 173 -1 0
385 172 -1 0
384 172 -1 0
383 172 -1 0
382 172 -1 0
381 172 -1 0
380 172 -1 0
379 172 -1 0
378 172 -1 0
377 172 -1 0
385 171 -1 0
384 171 -1 0
383 171 -1 0
382 171 -1 0
381 171 -1 0
380 171 -1 0
379 171 -1 0
378 171 -1 0
377 171 -1 0
385 170 -1 0
384 170 -1 0
383 170 -1 0
382 170 -1 0
381 170 -1 0
380 170 -1 0
379 170 -1 0
378 170 -1 0
377 170 -1 0
384 169 -1 0
383 169 -1 0
382 169 -1 0
381 169 -1 0
380 169 -1 0
379 169 -1 0
378 169 -1 0
381 168 -1 0
211 152 -1 1
195 152 -1 1
214 151 -1 1
213 151 -1 1
212 151 -1 1
211 151 -1 1
210 151 -1 1
209 151 -1 1
208 151 -1 1
198 151 -1 1
197 151 -1 1
196 151 -1 1
195 151 -1 1
194 151 -1 1
193 151 -1 1
192 151 -1 1
215 150 -1 1
214 150 -1 1
213 150 -1 1
212 150 -1 1
211 150 -1 1
210 150 -1 1
209 150 -1 1
208 150 -1 1
207 150 -1 1
199 150 -1 1
198 150 -1 1
197 150 -1 1
196 150 -1 1
195 150 -1 1
194 150 -1 1
193 150 -1 1
192 150 -1 1
191 150 -1 1
215 149 -1 1
214 149 -1 1
213 149 -1 1
212 149 -1 1
211 149 -1 1
210 149 -1 1
209 149 -1 1
208 149 -1 1
207 149 -1 1
199 149 -1 1
198 149 -1 1
197 149 -1 1
196 149 -1 1
195 149 -1 1
194 149 -1 1
193 149 -1 1
192 149 -1 1
191 149 -1 1
215 148 -1 1
214 148 -1 1
213 148 -1 1
212 148 -1 1
211 148 -1 1
210 148 -1 1
209 148 -1 1
208 148 -1 1
207 148 -1 1
199 148 -1 1
198 148 -1 1
197 148 -1 1
196 148 -1 1
195 148 -1 1
194 148 -1 1
193 148 -1 1
192 148 -1 1
191 148 -1 1
216 147 -1 1
215 147 -1 1
214 147 -1 1
213 147 -1 1
212 147 -1 1
211 147 -1 1
210 147 -1 1
209 147 -1 1
208 147 -1 1
207 147 -1 1
206 147 -1 1
200 147 -1 1
199 147 -1 1
198 147 -1 1
197 147 -1 1
196 147 -1 1
195 147 -1 1
194 147 -1 1
193 147 -1 1
192 147 -1 1
191 147 -1 1
190 147 -1 1
215 146 -1 1
214 146 -1 1
213 146 -1 1
212 146 -1 1
211 146 -1 1
210 146 -1 1
209 146 -1 1
208 146 -1 1
207 146 -1 1
199 146 -1 1
198 146 -1 1
197 146 -1 1
196 146 -1 1
195 146 -1 1
194 146 -1 1
193 146 -1 1
192 146 -1 1
191 146 -1 1
215 145 -1 1
214 145 -1 1
213 145 -1 1
212 145 -1 1
211 145 -1 1
210 145 -1 1
209 145 -1 1
208 145 -1 1
207 145 -1 1
199 145 -1 1
198 145 -1 1
197 145 -1 1
196 145 -1 1
195 145 -1 1
194 145 -1 1
193 145 -1 1
192 145 -1 1
191 145 -1 1
215 144 -1 1
214 144 -1 1
213 144 -1 1
212 144 -1 1
211 144 -1 1
210 144 -1 1
209 144 -1 1
208 144 -1 1
207 144 -1 1
199 144 -1 1
198 144 -1 1
197 144 -1 1
196 144 -1 1
195 144 -1 1
194 144 -1 1
193 144 -1 1
192 144 -1 1
191 144 -1 1
214 143 -1 1
213 143 -1 1
212 143 -1 1
211 143 -1 1
210 143 -1 1
209 143 -1 1
208 143 -1 1
198 143 -1 1
197 143 -1 1
196 143 -1 1
195 143 -1 1
194 143 -1 1
193 143 -1 1
192 143 -1 1
211 142 -1 1
195 142 -1 1
310 137 -1 0
313 136 -1 0
312 136 -1 0
311 136 -1 0
310 136 -1 0
309 136 -1 0
308 136 -1 0
307 136 -1 0
314 135 -1 0
313 135 -1 0
312 135 -1 0
311 135 -1 0
310 135 -1 0
309 135 -1 0
308 135 -1 0
307 135 -1 0
306 135 -1 0
314 134 -1 0
313 134 -1 0
312 134 -1 0
311 134 -1 0
310 134 -1 0
309 134 -1 0
308 134 -1 0
307 134 -1 0
306 134 -1 0
314 133 -1 0
313 133 -1 0
312 133 -1 0
311 133 -1 0
310 133 -1 0
309 133 -1 0
308 133 -1 0
307 133 -1 0
306 133 -1 0
315 132 -1 0
314 132 -1 0
313 132 -1 0
312 132 -1 0
311 132 -1 0
310 132 -1 0
309 132 -1 0
308 132 -1 0
307 132 -1 0
306 132 -1 0
305 132 -1 0
314 131 -1 0
313 131 -1 0
312 131 -1 0
311 131 -1 0
310 131 -1 0
309 131 -1 0
308 131 -1 0
307 131 -1 0
306 131 -1 0
314 130 -1 0
313 130 -1 0
312 130 -1 0
311 130 -1 0
310 130 -1 0
309 130 -1 0
308 130 -1 0
307 130 -1 0
306 130 -1 0
314 129 -1 0
313 129 -1 0
312 129 -1 0
311 129 -1 0
310 129 -1 0
309 129 -1 0
308 129 -1 0
307 129 -1 0
306 129 -1 0
313 128 -1 0
312 128 -1 0
311 128 -1 0
310 128 -1 0
309 128 -1 0
308 128 -1 0
307 128 -1 0
310 127 -1 0
