324 408 341
253 294 -1 0
256 293 -1 0
255 293 -1 0
254 293 -1 0
253 293 -1 0
252 293 -1 0
251 293 -1 0
250 293 -1 0
257 292 -1 0
256 292 -1 0
255 292 -1 0
254 292 -1 0
253 292 -1 0
252 292 -1 0
251 292 -1 0
250 292 -1 0
249 292 -1 0
257 291 -1 0
256 291 -1 0
255 291 -1 0
254 291 -1 0
253 291 -1 0
252 291 -1 0
251 291 -1 0
250 291 -1 0
249 291 -1 0
257 290 -1 0
256 290 -1 0
255 290 -1 0
254 290 -1 0
253 290 -1 0
252 290 -1 0
251 290 -1 0
250 290 -1 0
249 290 -1 0
258 289 -1 0
257 289 -1 0
256 289 -1 0
255 289 -1 0
254 289 -1 0
253 289 -1 0
252 289 -1 0
251 289 -1 0
250 289 -1 0
249 289 -1 0
248 289 -1 0
257 288 -1 0
256 288 -1 0
255 288 -1 0
254 288 -1 0
253 288 -1 0
252 288 -1 0
251 288 -1 0
250 288 -1 0
249 288 -1 0
257 287 -1 0
256 287 -1 0
255 287 -1 0
254 287 -1 0
253 287 -1 0
252 287 -1 0
251 287 -1 0
250 287 -1 0
249 287 -1 0
257 286 -1 0
256 286 -1 0
255 286 -1 0
254 286 -1 0
253 286 -1 0
252 286 -1 0
251 286 -1 0
250 286 -1 0
249 286 -1 0
256 285 -1 0
255 285 -1 0
254 285 -1 0
253 285 -1 0
252 285 -1 0
251 285 -1 0
250 285 -1 0
253 284 -1 0
339 278 -1 0
342 277 -1 0
341 277 -1 0
340 277 -1 0
339 277 -1 0
338 277 -1 0
337 277 -1 0
336 277 -1 0
343 276 -1 0
342 276 -1 0
341 276 -1 0
340 276 -1 0
339 276 -1 0
338 276 -1 0
337 276 -1 0
336 276 -1 0
335 276 -1 0
343 275 -1 0
342 275 -1 0
341 275 -1 0
340 275 -1 0
339 275 -1 0
338 275 -1 0
337 275 -1 0
336 275 -1 0
335 275 -1 0
343 274 -1 0
342 274 -1 0
341 274 -1 0
340 274 -1 0
339 274 -1 0
338 274 -1 0
337 274 -1 0
336 274 -1 0
335 274 -1 0
344 273 -1 0
343 273 -1 0
342 273 -1 0
341 273 -1 0
340 273 -1 0
339 273 -1 0
338 273 -1 0
337 273 -1 0
336 273 -1 0
335 273 -1 0
334 273 -1 0
343 272 -1 0
342 272 -1 0
341 272 -1 0
340 272 -1 0
339 272 -1 0
338 272 -1 0
337 272 -1 0
336 272 -1 0
335 272 -1 0
343 271 -1 0
342 271 -1 0
341 271 -1 0
340 271 -1 0
339 271 -1 0
338 271 -1 0
337 271 -1 0
336 271 -1 0
335 271 -1 0
343 270 -1 0
342 270 -1 0
341 270 -1 0
340 270 -1 0
339 270 -1 0
338 270 -1 0
337 270 -1 0
336 270 -1 0
335 270 -1 0
342 269 -1 0
341 269 -1 0
340 269 -1 0
339 269 -1 0
338 269 -1 0
337 269 -1 0
336 269 -1 0
339 268 -1 0
186 224 -1 1
189 223 -1 1
188 223 -1 1
187 223 -1 1
186 223 -1 1
185 223 -1 1
184 223 -1 1
183 223 -1 1
190 222 -1 1
189 222 -1 1
188 222 -1 1
187 222 -1 1
186 222 -1 1
185 222 -1 1
184 222 -1 1
183 222 -1 1
182 222 -1 1
190 221 -1 1
189 221 -1 1
188 221 -1 1
187 221 -1 1
186 221 -1 1
185 221 -1 1
184 221 -1 1
183 221 -1 1
182 221 -1 1
190 220 -1 1
189 220 -1 1
188 220 -1 1
187 220 -1 1
186 220 -1 1
185 220 -1 1
184 220 -1 1
183 220 -1 1
182 220 -1 1
191 219 -1 1
190 219 -1 1
189 219 -1 1
188 219 -1 1
187 219 -1 1
186 219 -1 1
185 219 -1 1
184 219 -1 1
183 219 -1 1
182 219 -1 1
181 219 -1 1
190 218 -1 1
189 218 -1 1
188 218 -1 1
187 218 -1 1
186 218 -1 1
185 218 -1 1
184 218 -1 1
183 218 -1 1
182 218 -1 1
190 217 -1 1
189 217 -1 1
188 217 -1 1
187 217 -1 1
186 217 -1 1
185 217 -1 1
184 217 -1 1
183 217 -1 1
182 217 -1 1
190 216 -1 1
189 216 -1 1
188 216 -1 1
187 216 -1 1
186 216 -1 1
185 216 -1 1
184 216 -1 1
183 216 -1 1
182 216 -1 1
189 215 -1 1
188 215 -1 1
187 215 -1 1
