567 408 341
374 290 -1 0
377 289 -1 0
376 289 -1 0
375 289 -1 0
374 289 -1 0
373 289 -1 0
372 289 -1 0
371 289 -1 0
378 288 -1 0
377 288 -1 0
376 288 -1 0
375 288 -1 0
374 288 -1 0
373 288 -1 0
372 288 -1 0
371 288 -1 0
370 288 -1 0
378 287 -1 0
377 287 -1 0
376 287 -1 0
375 287 -1 0
374 287 -1 0
373 287 -1 0
372 287 -1 0
371 287 -1 0
370 287 -1 0
378 286 -1 0
377 286 -1 0
376 286 -1 0
375 286 -1 0
374 286 -1 0
373 286 -1 0
372 286 -1 0
371 286 -1 0
370 286 -1 0
379 285 -1 0
378 285 -1 0
377 285 -1 0
376 285 -1 0
375 285 -1 0
374 285 -1 0
373 285 -1 0
372 285 -1 0
371 285 -1 0
370 285 -1 0
369 285 -1 0
378 284 -1 0
377 284 -1 0
376 284 -1 0
375 284 -1 0
374 284 -1 0
373 284 -1 0
372 284 -1 0
371 284 -1 0
370 284 -1 0
378 283 -1 0
377 283 -1 0
376 283 -1 0
375 283 -1 0
374 283 -1 0
373 283 -1 0
372 283 -1 0
371 283 -1 0
370 283 -1 0
378 282 -1 0
377 282 -1 0
376 282 -1 0
375 282 -1 0
374 282 -1 0
373 282 -1 0
372 282 -1 0
371 282 -1 0
370 282 -1 0
377 281 -1 0
376 281 -1 0
375 281 -1 0
374 281 -1 0
373 281 -1 0
372 281 -1 0
371 281 -1 0
374 280 -1 0
350 262 -1 0
353 261 -1 0
352 261 -1 0
351 261 -1 0
350 261 -1 0
349 261 -1 0
348 261 -1 0
347 261 -1 0
354 260 -1 0
353 260 -1 0
352 260 -1 0
351 260 -1 0
350 260 -1 0
349 260 -1 0
348 260 -1 0
347 260 -1 0
346 260 -1 0
354 259 -1 0
353 259 -1 0
352 259 -1 0
351 259 -1 0
350 259 -1 0
349 259 -1 0
348 259 -1 0
347 259 -1 0
346 259 -1 0
354 258 -1 0
353 258 -1 0
352 258 -1 0
351 258 -1 0
350 258 -1 0
349 258 -1 0
348 258 -1 0
347 258 -1 0
346 258 -1 0
355 257 -1 0
354 257 -1 0
353 257 -1 0
352 257 -1 0
351 257 -1 0
350 257 -1 0
349 257 -1 0
348 257 -1 0
347 257 -1 0
346 257 -1 0
345 257 -1 0
354 256 -1 0
353 256 -1 0
352 256 -1 0
351 256 -1 0
350 256 -1 0
349 256 -1 0
348 256 -1 0
347 256 -1 0
346 256 -1 0
354 255 -1 0
353 255 -1 0
352 255 -1 0
351 255 -1 0
350 255 -1 0
349 255 -1 0
348 255 -1 0
347 255 -1 0
346 255 -1 0
354 254 -1 0
353 254 -1 0
352 254 -1 0
351 254 -1 0
350 254 -1 0
349 254 -1 0
348 254 -1 0
347 254 -1 0
346 254 -1 0
353 253 -1 0
352 253 -1 0
351 253 -1 0
350 253 -1 0
349 253 -1 0
348 253 -1 0
347 253 -1 0
350 252 -1 0
276 202 -1 0
279 201 -1 0
278 201 -1 0
277 201 -1 0
276 201 -1 0
275 201 -1 0
274 201 -1 0
273 201 -1 0
280 200 -1 0
279 200 -1 0
278 200 -1 0
277 200 -1 0
276 200 -1 0
275 200 -1 0
274 200 -1 0
273 200 -1 0
272 200 -1 0
280 199 -1 0
279 199 -1 0
278 199 -1 0
277 199 -1 0
276 199 -1 0
275 199 -1 0
274 199 -1 0
273 199 -1 0
272 199 -1 0
280 198 -1 0
279 198 -1 0
278 198 -1 0
277 198 -1 0
276 198 -1 0
275 198 -1 0
274 198 -1 0
273 198 -1 0
272 198 -1 0
281 197 -1 0
280 197 -1 0
279 197 -1 0
278 197 -1 0
277 197 -1 0
276 197 -1 0
275 197 -1 0
274 197 -1 0
273 197 -1 0
272 197 -1 0
271 197 -1 0
280 196 -1 0
279 196 -1 0
278 196 -1 0
277 196 -1 0
276 196 -1 0
275 196 -1 0
274 196 -1 0
273 196 -1 0
272 196 -1 0
280 195 -1 0
279 195 -1 0
278 195 -1 0
277 195 -1 0
276 195 -1 0
275 195 -1 0
274 195 -1 0
273 195 -1 0
272 195 -1 0
280 194 -1 0
279 194 -1 0
278 194 -1 0
277 194 -1 0
276 194 -1 0
275 194 -1 0
274 194 -1 0
273 194 -1 0
272 194 -1 0
279 193 -1 0
278 193 -1 0
277 193 -1 0
276 193 -1 0
275 193 -1 0
274 193 -1 0
273 193 -1 0
276 192 -1 0
230 168 -1 1
233 167 -1 1
232 167 -1 1
231 167 -1 1
230 167 -1 1
229 167 -1 1
228 167 -1 1
227 167 -1 1
234 166 -1 1
233 166 -1 1
232 166 -1 1
231 166 -1 1
230 166 -1 1
229 166 -1 1
228 166 -1 1
227 166 -1 1
226 166 -1 1
234 165 -1 1
233 165 -1 1
232 165 -1 1
231 165 -1 1
230 165 -1 1
229 165 -1 1
228 165 -1 1
227 165 -1 1
226 165 -1 1
234 164 -1 1
233 164 -1 1
232 164 -1 1
231 164 -1 1
230 164 -1 1
229 164 -1 1
228 164 -1 1
227 164 -1 1
226 164 -1 1
235 163 -1 1
234 163 -1 1
233 163 -1 1
232 163 -1 1
231 163 -1 1
230 163 -1 1
229 163 -1 1
228 163 -1 1
227 163 -1 1
226 163 -1 1
225 163 -1 1
234 162 -1 1
233 162 -1 1
232 162 -1 1
231 162 -1 1
230 162 -1 1
229 162 -1 1
228 162 -1 1
227 162 -1 1
226 162 -1 1
234 161 -1 1
233 161 -1 1
232 161 -1 1
231 161 -1 1
230 161 -1 1
229 161 -1 1
228 161 -1 1
227 161 -1 1
226 161 -1 1
234 160 -1 1
233 160 -1 1
232 160 -1 1
231 160 -1 1
230 160 -1 1
229 160 -1 1
228 160 -1 1
227 160 -1 1
226 160 -1 1
233 159 -1 1
232 159 -1 1
231 159 -1 1
230 159 -1 1
229 159 -1 1
228 159 -1 1
227 159 -1 1
230 158 -1 1
183 153 -1 1
214 152 -1 1
186 152 -1 1
185 152 -1 1
184 152 -1 1
183 152 -1 1
182 152 -1 1
181 152 -1 1
180 152 -1 1
217 151 -1 1
216 151 -1 1
215 151 -1 1
214 151 -1 1
213 151 -1 1
212 151 -1 1
211 151 -1 1
187 151 -1 1
186 151 -1 1
185 151 -1 1
184 151 -1 1
183 151 -1 1
182 151 -1 1
181 151 -1 1
180 151 -1 1
179 151 -1 1
218 150 -1 1
217 150 -1 1
216 150 -1 1
215 150 -1 1
214 150 -1 1
213 150 -1 1
212 150 -1 1
211 150 -1 1
210 150 -1 1
187 150 -1 1
186 150 -1 1
185 150 -1 1
184 150 -1 1
183 150 -1 1
182 150 -1 1
181 150 -1 1
180 150 -1 1
179 150 -1 1
218 149 -1 1
217 149 -1 1
216 149 -1 1
215 149 -1 1
214 149 -1 1
213 149 -1 1
212 149 -1 1
211 149 -1 1
210 149 -1 1
187 149 -1 1
186 149 -1 1
185 149 -1 1
184 149 -1 1
183 149 -1 1
182 149 -1 1
181 149 -1 1
180 149 -1 1
179 149 -1 1
218 148 -1 1
217 148 -1 1
216 148 -1 1
215 148 -1 1
214 148 -1 1
213 148 -1 1
212 148 -1 1
211 148 -1 1
210 148 -1 1
188 148 -1 1
187 148 -1 1
186 148 -1 1
185 148 -1 1
184 148 -1 1
183 148 -1 1
182 148 -1 1
181 148 -1 1
180 148 -1 1
179 148 -1 1
178 148 -1 1
219 147 -1 1
218 147 -1 1
217 147 -1 1
216 147 -1 1
215 147 -1 1
214 147 -1 1
213 147 -1 1
212 147 -1 1
211 147 -1 1
210 147 -1 1
209 147 -1 1
187 147 -1 1
186 147 -1 1
185 147 -1 1
184 147 -1 1
183 147 -1 1
182 147 -1 1
181 147 -1 1
180 147 -1 1
179 147 -1 1
218 146 -1 1
217 146 -1 1
216 146 -1 1
215 146 -1 1
214 146 -1 1
213 146 -1 1
212 146 -1 1
211 146 -1 1
210 146 -1 1
187 146 -1 1
186 146 -1 1
185 146 -1 1
184 146 -1 1
183 146 -1 1
182 146 -1 1
181 146 -1 1
180 146 -1 1
179 146 -1 1
218 145 -1 1
217 145 -1 1
216 145 -1 1
215 145 -1 1
214 145 -1 1
213 145 -1 1
212 145 -1 1
211 145 -1 1
210 145 -1 1
187 145 -1 1
186 145 -1 1
185 145 -1 1
184 145 -1 1
183 145 -1 1
182 145 -1 1
181 145 -1 1
180 145 -1 1
179 145 -1 1
218 144 -1 1
217 144 -1 1
216 144 -1 1
215 144 -1 1
214 144 -1 1
213 144 -1 1
212 144 -1 1
211 144 -1 1
210 144 -1 1
186 144 -1 1
185 144 -1 1
184 144 -1 1
183 144 -1 1
182 144 -1 1
181 144 -1 1
180 144 -1 1
217 143 -1 1
216 143 -1 1
215 143 -1 1
214 143 -1 1
213 143 -1 1
212 143 -1 1
211 143 -1 1
183 143 -1 1
214 142 -1 1
301 103 -1 0
304 102 -1 0
303 102 -1 0
302 102 -1 0
301 102 -1 0
300 102 -1 0
299 102 -1 0
298 102 -1 0
305 101 -1 0
304 101 -1 0
303 101 -1 0
302 101 -1 0
301 101 -1 0
300 101 -1 0
299 101 -1 0
298 101 -1 0
297 101 -1 0
305 100 -1 0
304 100 -1 0
303 100 -1 0
302 100 -1 0
301 100 -1 0
300 100 -1 0
299 100 -1 0
298 100 -1 0
297 100 -1 0
305 99 -1 0
304 99 -1 0
303 99 -1 0
302 99 -1 0
301 99 -1 0
300 99 -1 0
299 99 -1 0
298 99 -1 0
297 99 -1 0
306 98 -1 0
305 98 -1 0
304 98 -1 0
303 98 -1 0
302 98 -1 0
301 98 -1 0
300 98 -1 0
299 98 -1 0
298 98 -1 0
297 98 -1 0
296 98 -1 0
305 97 -1 0
304 97 -1 0
303 97 -1 0
302 97 -1 0
301 97 -1 0
300 97 -1 0
299 97 -1 0
298 97 -1 0
297 97 -1 0
305 96 -1 0
304 96 -1 0
303 96 -1 0
302 96 -1 0
301 96 -1 0
300 96 -1 0
299 96 -1 0
298 96 -1 0
297 96 -1 0
305 95 -1 0
304 95 -1 0
303 95 -1 0
302 95 -1 0
301 95 -1 0
300 95 -1 0
299 95 -1 0
298 95 -1 0
297 95 -1 0
304 94 -1 0
303 94 -1 0
302 94 -1 0
301 94 -1 0
300 94 -1 0
299 94 -1 0
298 94 -1 0
301 93 -1 0
