405 408 341
200 164 -1 0
203 163 -1 0
202 163 -1 0
201 163 -1 0
200 163 -1 0
199 163 -1 0
198 163 -1 0
197 163 -1 0
204 162 -1 0
203 162 -1 0
202 162 -1 0
201 162 -1 0
200 162 -1 0
199 162 -1 0
198 162 -1 0
197 162 -1 0
196 162 -1 0
204 161 -1 0
203 161 -1 0
202 161 -1 0
201 161 -1 0
200 161 -1 0
199 161 -1 0
198 161 -1 0
197 161 -1 0
196 161 -1 0
204 160 -1 0
203 160 -1 0
202 160 -1 0
201 160 -1 0
200 160 -1 0
199 160 -1 0
198 160 -1 0
197 160 -1 0
196 160 -1 0
205 159 -1 0
204 159 -1 0
203 159 -1 0
202 159 -1 0
201 159 -1 0
200 159 -1 0
199 159 -1 0
198 159 -1 0
197 159 -1 0
196 159 -1 0
195 159 -1 0
204 158 -1 0
203 158 -1 0
202 158 -1 0
201 158 -1 0
200 158 -1 0
199 158 -1 0
198 158 -1 0
197 158 -1 0
196 158 -1 0
204 157 -1 0
203 157 -1 0
202 157 -1 0
201 157 -1 0
200 157 -1 0
199 157 -1 0
198 157 -1 0
197 157 -1 0
196 157 -1 0
204 156 -1 0
203 156 -1 0
202 156 -1 0
201 156 -1 0
200 156 -1 0
199 156 -1 0
198 156 -1 0
197 156 -1 0
196 156 -1 0
203 155 -1 0
202 155 -1 0
201 155 -1 0
200 155 -1 0
199 155 -1 0
198 155 -1 0
197 155 -1 0
200 154 -1 0
144 118 -1 0
147 117 -1 0
146 117 -1 0
145 117 -1 0
144 117 -1 0
143 117 -1 0
142 117 -1 0
141 117 -1 0
148 116 -1 0
147 116 -1 0
146 116 -1 0
145 116 -1 0
144 116 -1 0
143 116 -1 0
142 116 -1 0
141 116 -1 0
140 116 -1 0
148 115 -1 0
147 115 -1 0
146 115 -1 0
145 115 -1 0
144 115 -1 0
143 115 -1 0
142 115 -1 0
141 115 -1 0
140 115 -1 0
148 114 -1 0
147 114 -1 0
146 114 -1 0
145 114 -1 0
144 114 -1 0
143 114 -1 0
142 114 -1 0
141 114 -1 0
140 114 -1 0
149 113 -1 0
148 113 -1 0
147 113 -1 0
146 113 -1 0
145 113 -1 0
144 113 -1 0
143 113 -1 0
142 113 -1 0
141 113 -1 0
140 113 -1 0
139 113 -1 0
148 112 -1 0
147 112 -1 0
146 112 -1 0
145 112 -1 0
144 112 -1 0
143 112 -1 0
142 112 -1 0
141 112 -1 0
140 112 -1 0
148 111 -1 0
147 111 -1 0
146 111 -1 0
145 111 -1 0
144 111 -1 0
143 111 -1 0
142 111 -1 0
141 111 -1 0
140 111 -1 0
148 110 -1 0
147 110 -1 0
146 110 -1 0
145 110 -1 0
144 110 -1 0
143 110 -1 0
142 110 -1 0
141 110 -1 0
140 110 -1 0
147 109 -1 0
146 109 -1 0
145 109 -1 0
144 109 -1 0
143 109 -1 0
142 109 -1 0
141 109 -1 0
144 108 -1 0
288 107 -1 1
291 106 -1 1
290 106 -1 1
289 106 -1 1
288 106 -1 1
287 106 -1 1
286 106 -1 1
285 106 -1 1
292 105 -1 1
291 105 -1 1
290 105 -1 1
289 105 -1 1
288 105 -1 1
287 105 -1 1
286 105 -1 1
285 105 -1 1
284 105 -1 1
292 104 -1 1
291 104 -1 1
290 104 -1 1
289 104 -1 1
288 104 -1 1
287 104 -1 1
286 104 -1 1
285 104 -1 1
284 104 -1 1
292 103 -1 1
291 103 -1 1
290 103 -1 1
289 103 -1 1
288 103 -1 1
287 103 -1 1
286 103 -1 1
285 103 -1 1
284 103 -1 1
293 102 -1 1
292 102 -1 1
291 102 -1 1
290 102 -1 1
289 102 -1 1
288 102 -1 1
287 102 -1 1
286 102 -1 1
285 102 -1 1
284 102 -1 1
283 102 -1 1
292 101 -1 1
291 101 -1 1
290 101 -1 1
289 101 -1 1
288 101 -1 1
287 101 -1 1
286 101 -1 1
285 101 -1 1
284 101 -1 1
292 100 -1 1
291 100 -1 1
290 100 -1 1
289 100 -1 1
288 100 -1 1
287 100 -1 1
286 100 -1 1
285 100 -1 1
284 100 -1 1
292 99 -1 1
291 99 -1 1
290 99 -1 1
289 99 -1 1
288 99 -1 1
