1449 408 341
199 216 -1 1
198 216 -1 1
197 216 -1 1
202 215 -1 1
201 215 -1 1
200 215 -1 1
199 215 -1 1
198 215 -1 1
197 215 -1 1
196 215 -1 1
195 215 -1 1
194 215 -1 1
203 214 -1 1
202 214 -1 1
201 214 -1 1
200 214 -1 1
199 214 -1 1
198 214 -1 1
197 214 -1 1
196 214 -1 1
195 214 -1 1
194 214 -1 1
193 214 -1 1
203 213 -1 1
202 213 -1 1
201 213 -1 1
200 213 -1 1
199 213 -1 1
198 213 -1 1
197 213 -1 1
196 213 -1 1
195 213 -1 1
194 213 -1 1
193 213 -1 1
192 213 -1 1
191 213 -1 1
203 212 -1 1
202 212 -1 1
201 212 -1 1
200 212 -1 1
199 212 -1 1
198 212 -1 1
197 212 -1 1
196 212 -1 1
195 212 -1 1
194 212 -1 1
193 212 -1 1
192 212 -1 1
191 212 -1 1
190 212 -1 1
189 212 -1 1
188 212 -1 1
204 211 -1 1
203 211 -1 1
202 211 -1 1
201 211 -1 1
200 211 -1 1
199 211 -1 1
198 211 -1 1
197 211 -1 1
196 211 -1 1
195 211 -1 1
194 211 -1 1
193 211 -1 1
192 211 -1 1
191 211 -1 1
190 211 -1 1
189 211 -1 1
188 211 -1 1
187 211 -1 1
203 210 -1 1
202 210 -1 1
201 210 -1 1
200 210 -1 1
199 210 -1 1
198 210 -1 1
197 210 -1 1
196 210 -1 1
195 210 -1 1
194 210 -1 1
193 210 -1 1
192 210 -1 1
191 210 -1 1
190 210 -1 1
189 210 -1 1
188 210 -1 1
187 210 -1 1
186 210 -1 1
185 210 -1 1
203 209 -1 1
202 209 -1 1
201 209 -1 1
200 209 -1 1
199 209 -1 1
198 209 -1 1
197 209 -1 1
196 209 -1 1
195 209 -1 1
194 209 -1 1
193 209 -1 1
192 209 -1 1
191 209 -1 1
190 209 -1 1
189 209 -1 1
188 209 -1 1
187 209 -1 1
186 209 -1 1
185 209 -1 1
184 209 -1 1
183 209 -1 1
203 208 -1 1
202 208 -1 1
201 208 -1 1
200 208 -1 1
199 208 -1 1
198 208 -1 1
197 208 -1 1
196 208 -1 1
195 208 -1 1
194 208 -1 1
193 208 -1 1
192 208 -1 1
191 208 -1 1
190 208 -1 1
189 208 -1 1
188 208 -1 1
187 208 -1 1
186 208 -1 1
185 208 -1 1
184 208 -1 1
183 208 -1 1
182 208 -1 1
181 208 -1 1
202 207 -1 1
201 207 -1 1
200 207 -1 1
199 207 -1 1
198 207 -1 1
